1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,,26%,19%,7%,7%,32%,1%,8%,21.05,18.02,26.67,6.19,4.32,5.65,13.33,,,,,,,
DEVELOPMENT,DATA AS OF,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,TOTAL # OF FIXED INCOME HOUSEHOLD,PERCENT FIXED INCOME HOUSEHOLDS,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,Total,Trash (tons/day),MGP (tons/day),Cardboard (tons/day),Paper (tons/day),Organics (tons/day),E-Waste (tons/day),Textiles (tons/day),Trash (CY/day),MGP (CY/day),Cardboard (CY/day),Paper  (CY/day),Organics (CY/day),E-Waste (CY/day),Textiles (CY/day),Trash (Gallons),MGP (Gallons),Cardboard (Gallons),Paper(Gallons),Organics (Gallons),E-Waste (Gallons),Textiles (Gallons)
CONLON LIHFE TOWER,1/1/19,NY005010910,232,91,347,240,NY005137,FEDERAL,TURNKEY,NEW CONST (ELD),,214,216,701,3.28,,240,240,192,0.91,1,0,1,13,51873,1.19,51873,1.19,11294,1325412,0.2177,202,5835896,7973,352,170TH ST,172ND ST,JAMAICA AVE,93RD AVE,QUEENS,12,5,14,29,27,3/31/73,,EXCLUSIVELY,,,0.535,0.1391,0.026429,0.00185003,0.000129502,4.14407E-05,4.14407E-07,3.31525E-08,2.928055,0.47625058,0.0493403,0.000801618,0.000179024,2.3414E-06,4.41923E-07,591.3909806,96.19023464,9.965457772,0.161905994,0.036158133,0.000472902,8.9257E-05
COOPER PARK,1/1/19,NY005000690,69,69,223,223,NY005023,FEDERAL,CONVENTIONAL,NEW CONST,,700,700,3281,4.69,,1554,1554,301,0.434,11,0,13,7,528967,12.14,496296,11.39,86767,5878957,0.164,128,7702277,2346,541,FROST ST,MORGAN AVE,KINGSLAND AVE,MASPETH AVE,BROOKLYN,1,12,18,50,34,6/25/53,,,,,1.75,0.455,0.08645,0.0060515,0.000423605,0.000135554,1.35554E-06,1.08443E-07,9.57775,1.557829,0.161393505,0.002622115,0.000585592,7.65878E-06,1.44554E-06,1934.456479,314.6409544,32.59729178,0.529599045,0.118274268,0.001546874,0.000291962
CORSI HOUSES,1/1/19,NY005010640,199,64,359,219,NY005149,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,171,171,512.5,3,,186,186,144,0.867,1,0,1,16,32004,0.73,32004,0.73,20446,1361650,0.6389,255,6600521,11882,303,E 116TH ST,E 117TH ST,FIRST AVE,SECOND AVE,MANHATTAN,11,13,29,68,8,11/30/73,,EXCLUSIVELY,,,0.4275,0.11115,0.0211185,0.001478295,0.000103481,3.31138E-05,3.31138E-07,2.6491E-08,2.3397075,0.38055537,0.039426128,0.000640545,0.000143052,1.87093E-06,3.53126E-07,472.5600826,76.8622903,7.963052706,0.129373481,0.028892714,0.000377879,7.13222E-05
CROWN HEIGHTS,1/1/19,NY005013510,312,351,331,765,NY005258,FEDERAL,TURNKEY,REHAB,,121,121,527.5,4.36,,241,241,33,0.275,8,0,8,4,51255,1.18,51255,1.18,31650,1139400,0.6175,204,7974650,15118,625,BUFFALO AVE,BERGEN ST,RALPH AVE,SAINT JOHNS PL,BROOKLYN,8,"8, 9","20, 25","55, 56",41,9/4/86,,,YES,,0.3025,0.07865,0.0149435,0.001046045,7.32232E-05,2.34314E-05,2.34314E-07,1.87451E-08,1.6555825,0.26928187,0.02789802,0.000453251,0.000101224,1.32387E-06,2.49873E-07,334.3846199,54.38793641,5.634674722,0.091544978,0.020444552,0.000267388,5.04678E-05
CYPRESS HILLS,1/1/19,NY005010700,70,70,536,536,NY005220G,FEDERAL,CONVENTIONAL,NEW CONST,,1439,1444,6588.5,4.58,,3250,3250,519,0.364,15,0,30,7,1264130,29.02,1264130,29.02,223364,12338237,0.1767,112,14773000,2247,517,SUTTER AVE,EUCLID AVE,LINDEN BLVD,FOUNTAIN AVE,BROOKLYN,5,8,"18, 19",60,42,5/25/55,1978/07/01-ATP 3,,,,3.5975,0.93535,0.1777165,0.012440155,0.000870811,0.000278659,2.78659E-06,2.22928E-07,19.6891175,3.20245133,0.331778934,0.005390319,0.001203809,1.57443E-05,2.97162E-06,3976.689818,646.8119049,67.01071839,1.088704322,0.243138103,0.003179931,0.000600191
DAVIDSON,1/1/19,NY005013420,190,342,301,301,NY005096A,FEDERAL,CONVENTIONAL,NEW CONST,,175,175,841.5,4.81,,479,479,69,0.394,1,0,2,8,82967,1.9,82967,1.9,24796,1647000,0.2989,252,8704709,10259,544,PROSPECT AVE,HOME ST,167TH ST,UNION AVE,BRONX,3,15,32,79,17,8/31/73,,PARTIALLY,,,0.4375,0.11375,0.0216125,0.001512875,0.000105901,3.38884E-05,3.38884E-07,2.71107E-08,2.3944375,0.38945725,0.040348376,0.000655529,0.000146398,1.91469E-06,3.61386E-07,483.6141196,78.66023861,8.149322945,0.132399761,0.029568567,0.000386719,7.29906E-05
DE HOSTOS APARTMENTS,1/1/19,NY005011270,155,127,265,259,NY005066,FEDERAL,CONVENTIONAL,NEW CONST,,219,223,953.5,4.35,,453,453,87,0.407,1,0,1,22,32690,0.75,32690,0.75,10319,1794597,0.3157,604,4044899,4130,532,AMSTERDAM AVE,W 93RD ST,BROADWAY,W 94TH ST,MANHATTAN,7,10,30,69,6,3/28/69,,,,,0.5475,0.14235,0.0270465,0.001893255,0.000132528,4.24089E-05,4.24089E-07,3.39271E-08,2.9964675,0.48737793,0.050493111,0.000820347,0.000183206,2.3961E-06,4.52249E-07,605.2085268,98.43767003,10.19829557,0.165688844,0.03700295,0.000483951,9.13425E-05
DOUGLASS,1/1/19,,"082, 582",82,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,,2054,2058,9269,4.51,,4240,4240,850,0.416,17,0,17,5-9-12-17-18-20,947991,21.76,863250,19.82,138552,17567741,0.1462,195,37441000,4062,564,W 104TH ST,MANHATTAN AVE,W 100TH ST,AMSTERDAM AVE,MANHATTAN,7,13,30,69,7,9/25/58,1979/08/01-ATP 4,,,,5.135,1.3351,0.253669,0.01775683,0.001242978,0.000397753,3.97753E-06,3.18202E-07,28.103855,4.57111538,0.473574656,0.007694034,0.001718293,2.2473E-05,4.24164E-06,5676.24801,923.2464578,95.64976759,1.553994912,0.347050495,0.004538971,0.000856701
DOUGLASS ADDITION,1/1/19,NY005010820,148,82,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,,135,135,667.5,4.94,,337,337,50,0.37,1,0,1,16,23957,0.55,23957,0.55,8884,1289500,0.3708,613,3783000,5667,600,W 102ND ST,W 103RD ST,AMSTERDAM AVE,,MANHATTAN,7,10,30,69,7,6/30/65,1979/08/01-ATP 4,,,,0.3375,0.08775,0.0166725,0.001167075,8.16953E-05,2.61425E-05,2.61425E-07,2.0914E-08,1.8471375,0.30043845,0.03112589,0.000505694,0.000112936,1.47705E-06,2.78783E-07,373.0737494,60.6807555,6.286620557,0.102136959,0.022810037,0.000298326,5.6307E-05
DOUGLASS I,1/1/19,NY005010820,82,82,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,,1302,1305,5806,4.46,,2651,2651,543,0.42,11,0,11,5-9-12-17-20,533018,12.24,533018,12.24,94508,10999163,0.1773,217,22701754,3933,549,W 104TH ST,MANHATTAN AVE,W 100TH ST,COLUMBUS AVE,MANHATTAN,7,13,30,69,7,9/25/58,1979/08/01-ATP 4,,,,3.255,0.8463,0.160797,0.01125579,0.000787905,0.00025213,2.5213E-06,2.01704E-07,17.814615,2.89756194,0.300191919,0.004877134,0.0010892,1.42453E-05,2.68871E-06,3598.08905,585.2321753,60.63096271,0.985054224,0.219990139,0.002877186,0.00054305
DOUGLASS II,1/1/19,NY005010820,582,82,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,,752,753,3463,4.61,,1589,1589,307,0.41,6,0,6,9-12-17-18-20,414973,9.53,330232,7.58,44044,6568578,0.1061,167,14739246,4277,589,W 104TH ST,COLUMBUS AVE,W 100TH ST,AMSTERDAM AVE,MANHATTAN,7,13,30,69,7,9/25/58,1979/08/01-ATP 4,,,,1.88,0.4888,0.092872,0.00650104,0.000455073,0.000145623,1.45623E-06,1.16499E-07,10.28924,1.67355344,0.173382737,0.002816901,0.000629093,8.22772E-06,1.55293E-06,2078.15896,338.0142825,35.01880488,0.568940688,0.127060357,0.001661785,0.000313651
DREW-HAMILTON,1/1/19,NY005021110,111,111,434,434,NY005373,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,278,1211,1217,5344.5,4.41,631,2169,2800,474,0.4,5,0,5,21,312188,7.17,292159,6.71,74433,9889060,0.2384,391,25146000,4687,482,W 141ST ST,W 144TH ST,POWELL BLVD,DOUGLASS BLVD,MANHATTAN,10,13,30,70,9,9/30/65,,,,,3.0275,0.78715,0.1495585,0.010469095,0.000732837,0.000234508,2.34508E-06,1.87606E-07,16.5695075,2.69504417,0.279210764,0.004536259,0.001013073,1.32497E-05,2.50079E-06,3346.609708,544.3288512,56.39331478,0.916206348,0.204614484,0.002676092,0.000505095
DYCKMAN,1/1/19,NY005000410,41,41,373,373,NY005183A,FEDERAL,CONVENTIONAL,NEW CONST,,1167,1167,5054.5,4.33,,2270,2270,532,0.459,7,1,8,14,613884,14.09,570318,13.09,80457,9780114,0.1311,161,14202915,2812,543,DYCKMAN ST,NAGLE AVE,W 204TH ST,TENTH AVE,MANHATTAN,12,13,31,72,10,4/25/51,1972/06/29-FED TRAN,,,,2.9175,0.75855,0.1441245,0.010088715,0.00070621,0.000225987,2.25987E-06,1.8079E-07,15.9674775,2.59712349,0.269066029,0.00437144,0.000976265,1.27683E-05,2.40993E-06,3225.015301,524.5514198,54.34434215,0.882917265,0.197180101,0.00257886,0.000486743
EAGLE AVENUE-EAST 163RD STREET,1/1/19,NY005000590,224,59,343,236,NY005165,FEDERAL,TURNKEY,NEW CONST,,65,66,273.5,4.21,,125,125,23,0.354,1,0,1,6,28125,0.65,28125,0.65,9828,598000,0.3494,192,1710901,6078,472,EAGLE AVE,E 163RD ST,THIRD AVE,E 161ST ST,BRONX,3,15,32,79,17,5/31/71,,,,,0.1625,0.04225,0.0080275,0.000561925,3.93348E-05,1.25871E-05,1.25871E-07,1.00697E-08,0.8893625,0.14465555,0.01498654,0.000243482,5.43764E-05,7.11172E-07,1.34229E-07,179.6281016,29.21666006,3.026891379,0.049177054,0.010982611,0.000143638,2.71108E-05
EAST 152ND STREET-COURTLANDT AVENUE,1/1/19,NY005010280,237,28,360,360,NY005154,FEDERAL,TURNKEY,NEW CONST,,221,221,913.5,4.13,,382,382,144,0.652,2,0,2,43783,63175,1.45,63175,1.45,21301,1801668,0.3372,263,7717944,8330,423,E 151ST ST,E 153RD ST,COURTLANDT AVE,MELROSE AVE,BRONX,1,15,32,84,17,8/31/73,,PARTIALLY,,,0.5525,0.14365,0.0272935,0.001910545,0.000133738,4.27962E-05,4.27962E-07,3.4237E-08,3.0238325,0.49182887,0.050954235,0.000827839,0.00018488,2.41799E-06,4.56379E-07,610.7355454,99.33664419,10.29143069,0.167201984,0.037340876,0.00048837,9.21766E-05
EAST 165TH STREET-BRYANT AVENUE,1/1/19,NY005015300,304,530,552,748,NY005226,FEDERAL,TURNKEY,NEW CONST,,111,111,588.5,5.3,,362,362,21,0.191,5,0,19,3,137566,3.16,137566,3.16,41134,1286795,0.299,115,8178643,13874,729,WESTCHESTER AVE,LONGFELLOW AVE,ALDUS ST,HOE AVE,BRONX,2,15,32,85,17,10/31/87,,,YES,YES,0.2775,0.07215,0.0137085,0.000959595,6.71717E-05,2.14949E-05,2.14949E-07,1.71959E-08,1.5187575,0.24702717,0.025592399,0.000415793,9.28581E-05,1.21446E-06,2.29222E-07,306.7495273,49.89306563,5.168999125,0.083979277,0.01875492,0.00024529,4.62969E-05
EAST 173RD STREET-VYSE AVENUE,1/1/19,NY005015300,338,530,778,748,NY005252,FEDERAL,TURNKEY,NEW CONST,,168,168,758,4.51,,403,403,52,0.313,7,0,28,3,196060,4.5,196060,4.5,59524,1547624,0.2846,90,12629936,16684,562,SOUTHERN BLVD,E 173RD ST,VYSE AVE,JENNINGS ST,BRONX,3,15,32,79,17,10/31/87,,,YES,YES,0.42,0.1092,0.020748,0.00145236,0.000101665,3.25329E-05,3.25329E-07,2.60263E-08,2.29866,0.37387896,0.038734441,0.000629308,0.000140542,1.83811E-06,3.4693E-07,464.2695548,75.51382907,7.823350027,0.127103771,0.028385824,0.00037125,7.00709E-05
EAST 180TH STREET-MONTEREY AVENUE,1/1/19,NY005012270,208,180,323,363,NY005124,FEDERAL,CONVENTIONAL,NEW CONST,,239,239,1052.5,4.4,,531,531,88,0.373,1,1,3,10,78743,1.81,78743,1.81,30800,2072776,0.3911,293,8727000,8221,531,E 180TH ST,E 181ST ST,LAFONTAINE AVE,QUARRY RD,BRONX,6,15,33,86,15,9/30/73,,,,,0.5975,0.15535,0.0295165,0.002066155,0.000144631,4.62819E-05,4.62819E-07,3.70255E-08,3.2701175,0.53188733,0.055104354,0.000895265,0.000199938,2.61493E-06,4.9355E-07,660.4787119,107.4274116,11.12964676,0.180820245,0.040382214,0.000528147,9.96842E-05
EAST NEW YORK CITY LINE,1/1/19,NY005010700,263,70,378,378,NY005171,FEDERAL,TURNKEY,NEW CONST,,66,66,409,6.2,,258,258,19,0.292,33,0,33,3,84400,1.94,84400,1.94,26943,719300,0.3192,133,2774644,6784,633,FOUNTAIN AVE,HEGEMAN AVE,LOGAN ST,,BROOKLYN,5,8,19,60,42,3/31/76,,,,,0.165,0.0429,0.008151,0.00057057,3.99399E-05,1.27808E-05,1.27808E-07,1.02246E-08,0.903045,0.14688102,0.015217102,0.000247228,5.52129E-05,7.22113E-07,1.36294E-07,182.3916108,29.66614713,3.073458939,0.049933624,0.011151574,0.000145848,2.75279E-05
EAST RIVER,1/1/19,NY005010090,9,9,207,207,NY005005,FEDERAL,CONVENTIONAL,NEW CONST,,1156,1170,4846,4.19,,2284,2284,470,0.417,10,1,30,40704,512822,11.77,466607,10.71,112140,7963515,0.2187,194,5304700,1086,466,FIRST AVE,FDR DRIVE,E 102ND ST,E 105TH ST,MANHATTAN,11,13,30,68,8,5/20/41,,,,,2.89,0.7514,0.142766,0.00999362,0.000699553,0.000223857,2.23857E-06,1.79086E-07,15.81697,2.57264332,0.266529845,0.004330236,0.000967063,1.26479E-05,2.38721E-06,3194.616699,519.6070619,53.83209899,0.874594994,0.195321506,0.002554552,0.000482155
EASTCHESTER GARDENS,1/1/19,NY005010340,34,34,313,313,NY005114A,FEDERAL,CONVENTIONAL,NEW CONST,,877,877,4249.5,4.85,,2051,2051,323,0.371,10,0,15,43654,653856,15.01,607396,13.94,115918,7891470,0.1773,137,9514000,2244,551,BURKE AVE,BOUCK AVE,ADEE AVE,YATES AVE,BRONX,11,16,36,83,12,6/1/50,1968/08/29-FED TRAN,,,,2.1925,0.57005,0.1083095,0.007581665,0.000530717,0.000169829,1.69829E-06,1.35863E-07,11.9995525,1.95173719,0.202203006,0.003285135,0.000733663,9.59536E-06,1.81106E-06,2423.597617,394.2001672,40.83974984,0.663511946,0.148180762,0.001938012,0.000365787
EDENWALD,1/1/19,NY005000570,57,57,214,214,NY005019,FEDERAL,CONVENTIONAL,NEW CONST,,2035,2039,9675.5,4.75,,4852,4852,596,0.297,40,2,71,43538,2129275,48.88,2023005,46.44,344433,17847449,0.1618,99,22862156,2359,564,GRENADA PL,BAYCHESTER AVE,E 225TH ST,LACONIA AVE,BRONX,12,16,36,83,12,10/30/53,,,,,5.0875,1.32275,0.2513225,0.017592575,0.00123148,0.000394074,3.94074E-06,3.15259E-07,27.8438875,4.52883145,0.469193975,0.007622863,0.001702398,2.22652E-05,4.2024E-06,5623.741334,914.7062033,94.76498396,1.539620081,0.343840194,0.004496984,0.000848776
ELLIOTT,1/1/19,NY005011340,15,134,367,367,NY005181C,FEDERAL,CONVENTIONAL,NEW CONST,,606,608,2843,4.69,,1355,1355,223,0.383,4,0,8,43781,204530,4.7,204530,4.7,45023,4301454,0.2201,288,5042342,1808,577,W 25TH ST,CHELSEA PARK,NINTH AVE,TENTH AVE,MANHATTAN,4,10,"27, 31",75,3,7/15/47,1972/06/29-FED TRAN,,,,1.515,0.3939,0.074841,0.00523887,0.000366721,0.000117351,1.17351E-06,9.38806E-08,8.291595,1.34863482,0.139720663,0.002270002,0.000506955,6.63031E-06,1.25143E-06,1674.686609,272.3891691,28.21994117,0.458481459,0.102391724,0.001339151,0.000252756
FARRAGUT,1/1/19,NY005000290,29,29,532,532,NY005220C,FEDERAL,CONVENTIONAL,NEW CONST,,1389,1390,6512.5,4.69,,3185,3185,537,0.388,10,0,10,14,723570,16.61,723570,16.61,100746,11639930,0.1392,192,15187000,2324,532,YORK ST,NASSAU ST,NAVY ST,BRIDGE ST,BROOKLYN,2,8,25,57,35,5/7/52,1978/07/01-ATP 3,,,,3.4725,0.90285,0.1715415,0.012007905,0.000840553,0.000268977,2.68977E-06,2.15182E-07,19.0049925,3.09117783,0.320250826,0.005203025,0.001161981,1.51972E-05,2.86837E-06,3838.514355,624.337551,64.6823404,1.050875819,0.234689941,0.00306944,0.000579336
FENIMORE-LEFFERTS,1/1/19,NY005011670,205,167,322,283,NY005129,FEDERAL,TURNKEY,NEW CONST,,36,36,180,5,,98,98,12,0.333,18,0,18,2,33705,0.77,33705,0.77,20339,564300,0.6034,127,633673,3520,741,FENIMORE ST,TROY AVE,LEFFERTS AVE,NOSTRAND AVE,BROOKLYN,9,9,20,43,"40, 41",9/30/69,,,YES,,0.09,0.0234,0.004446,0.00031122,2.17854E-05,6.97133E-06,6.97133E-08,5.57706E-09,0.49257,0.08011692,0.008300237,0.000134852,3.01161E-05,3.9388E-07,7.43422E-08,99.48633318,16.1815348,1.676432149,0.027236522,0.006082677,7.95535E-05,1.50152E-05
FHA REPOSSESSED HOUSES (GROUP I),1/1/19,NY005012090,209,91,324,324,NY005140,FEDERAL,CONVENTIONAL,REHAB,,21,29,111.5,5.31,,,35,,,26,,,43467,109109,2.5,109109,2.5,,,,14,815005,6.56,812,26 QUEENS,,,,,,,,,,10/31/69,,,,,0.0525,0.01365,0.0025935,0.000181545,1.27082E-05,4.06661E-06,4.06661E-08,3.25329E-09,0.2873325,0.04673487,0.004841805,7.86634E-05,1.75677E-05,2.29763E-07,4.33663E-08,58.03369436,9.439228633,0.977918753,0.015887971,0.003548228,4.64062E-05,8.75887E-06
FHA REPOSSESSED HOUSES (GROUP II),1/1/19,NY005012090,212,91,327,324,NY005155,FEDERAL,CONVENTIONAL,REHAB,,10,14,54,5.4,,,25,,,12,,,37623,71102,1.63,71102,1.63,,,,15,594100,6.93,920,11 QUEENS,1 BRONX,,,,,,,,,9/30/70,,,,,0.025,0.0065,0.001235,0.00008645,6.0515E-06,1.93648E-06,1.93648E-08,1.54918E-09,0.136825,0.0222547,0.002305622,3.74588E-05,8.36559E-06,1.09411E-07,2.06506E-08,27.63509255,4.494870778,0.465675597,0.007565701,0.001689632,2.20982E-05,4.17089E-06
FHA REPOSSESSED HOUSES (GROUP III),1/1/19,NY005012090,213,91,340,324,NY005158,FEDERAL,CONVENTIONAL,REHAB,,11,13,60.5,5.5,,,20,,,12,,,43467,48377,1.11,48377,1.11,,,,18,363764,7.52,1089,11 QUEENS,1 BRONX,,,,,,,,,4/30/71,,,,,0.0275,0.00715,0.0013585,0.000095095,6.65665E-06,2.13013E-06,2.13013E-08,1.7041E-09,0.1505075,0.02448017,0.002536184,4.12047E-05,9.20215E-06,1.20352E-07,2.27157E-08,30.39860181,4.944357856,0.512243157,0.008322271,0.001858596,2.4308E-05,4.58798E-06
FHA REPOSSESSED HOUSES (GROUP IV),1/1/19,NY005012090,226,91,345,324,NY005159,FEDERAL,CONVENTIONAL,REHAB,,10,13,59,5.9,,,20,,,13,,,37623,59855,1.37,59855,1.37,,,,15,500168,7.38,943,12 QUEENS,1 BRONX,,,,,,,,,6/30/71,,,,,0.025,0.0065,0.001235,0.00008645,6.0515E-06,1.93648E-06,1.93648E-08,1.54918E-09,0.136825,0.0222547,0.002305622,3.74588E-05,8.36559E-06,1.09411E-07,2.06506E-08,27.63509255,4.494870778,0.465675597,0.007565701,0.001689632,2.20982E-05,4.17089E-06
FHA REPOSSESSED HOUSES (GROUP IX),1/1/19,NY005012090,283,91,376,324,NY005206,FEDERAL,CONVENTIONAL,REHAB,,16,40,79,4.94,,,31,,,16,,,1-1.5-2-2.5-3,50476,1.16,50476,1.16,,,,27,0,0,1076,2 QUEENS,14 BROOKLYN,,,,,,,,,6/30/82,,,,,0.04,0.0104,0.001976,0.00013832,9.6824E-06,3.09837E-06,3.09837E-08,2.47869E-09,0.21892,0.03560752,0.003688994,5.99341E-05,1.33849E-05,1.75058E-07,3.3041E-08,44.21614808,7.191793244,0.745080955,0.012105121,0.002703412,3.53571E-05,6.67342E-06
FHA REPOSSESSED HOUSES (GROUP V),1/1/19,NY005012090,260,91,397,324,NY005182,FEDERAL,CONVENTIONAL,REHAB,,29,36,153.5,5.29,,,65,,,31,,,37623,140965,3.24,140965,3.24,,,,20,1123771,7.17,833,30 QUEENS,1 BROOKLYN,,,,,,,,,9/30/72,,,,,0.0725,0.01885,0.0035815,0.000250705,1.75494E-05,5.61579E-06,5.61579E-08,4.49263E-09,0.3967925,0.06453863,0.006686302,0.00010863,2.42602E-05,3.17292E-07,5.98868E-08,80.1417684,13.03512526,1.350459231,0.021940532,0.004899934,6.40848E-05,1.20956E-05
FHA REPOSSESSED HOUSES (GROUP VI),1/1/19,NY005012090,273,91,395,324,NY005199,FEDERAL,CONVENTIONAL,REHAB,,6,9,32,5.33,,,11,,,7,,,1-1.5-2-2.5,46406,1.07,46406,1.07,,,,10,339911,7.32,750,7 QUEENS,,,,,,,,,,7/31/76,,,,,0.015,0.0039,0.000741,0.00005187,3.6309E-06,1.16189E-06,1.16189E-08,9.2951E-10,0.082095,0.01335282,0.001383373,2.24753E-05,5.01936E-06,6.56467E-08,1.23904E-08,16.58105553,2.696922467,0.279405358,0.00453942,0.001013779,1.32589E-05,2.50253E-06
FHA REPOSSESSED HOUSES (GROUP VII),1/1/19,NY005012090,274,91,396,324,NY005197,FEDERAL,CONVENTIONAL,REHAB,,5,8,29.5,5.9,,,9,,,8,,,1-1.5-2-2.5,41138,0.94,41138,0.94,,,,10,419377,8.26,929,8 QUEENS,,,,,,,,,,7/13/76,,,,,0.0125,0.00325,0.0006175,0.000043225,3.02575E-06,9.6824E-07,9.6824E-09,7.74592E-10,0.0684125,0.01112735,0.001152811,1.87294E-05,4.1828E-06,5.47056E-08,1.03253E-08,13.81754628,2.247435389,0.232837798,0.00378285,0.000844816,1.10491E-05,2.08544E-06
FHA REPOSSESSED HOUSES (GROUP VIII),1/1/19,NY005012090,275,91,520,324,NY005198,FEDERAL,CONVENTIONAL,REHAB,,5,9,29.5,5.9,,,16,,,9,,,1-1.5-2-2.5,34842,0.8,34842,0.8,,,,20,298491,8.57,1249,9 QUEENS,,,,,,,,,,7/31/76,,,,,0.0125,0.00325,0.0006175,0.000043225,3.02575E-06,9.6824E-07,9.6824E-09,7.74592E-10,0.0684125,0.01112735,0.001152811,1.87294E-05,4.1828E-06,5.47056E-08,1.03253E-08,13.81754628,2.247435389,0.232837798,0.00378285,0.000844816,1.10491E-05,2.08544E-06
FHA REPOSSESSED HOUSES (GROUP X),1/1/19,NY005012090,284,91,521,324,NY005212,FEDERAL,CONVENTIONAL,REHAB,,16,21,87,5.44,,,37,,,20,,,1-1.5-2-2.5,99627,2.29,99627,2.29,,,,16,850661,6.56,713,20 QUEENS,,,,,,,,,,6/30/82,,,,,0.04,0.0104,0.001976,0.00013832,9.6824E-06,3.09837E-06,3.09837E-08,2.47869E-09,0.21892,0.03560752,0.003688994,5.99341E-05,1.33849E-05,1.75058E-07,3.3041E-08,44.21614808,7.191793244,0.745080955,0.012105121,0.002703412,3.53571E-05,6.67342E-06
FIORENTINO PLAZA,1/1/19,NY005012610,207,261,375,375,NY005188,FEDERAL,CONVENTIONAL,NEW CONST,,158,160,787,4.98,,443,443,31,0.197,8,0,10,4,95000,2.18,95000,2.18,42189,1916306,0.4441,203,6138432,7712,537,GLENMORE AVE,VAN SICLEN AVE,PITKIN AVE,WYONA ST,BROOKLYN,5,8,19,55,37,10/31/71,,,,,0.395,0.1027,0.019513,0.00136591,9.56137E-05,3.05964E-05,3.05964E-07,2.44771E-08,2.161835,0.35162426,0.03642882,0.000591849,0.000132176,1.7287E-06,3.2628E-07,436.6344623,71.01895829,7.35767443,0.11953807,0.026696192,0.000349152,6.59E-05
FIRST HOUSES,1/1/19,NY005012920,1,337,370,370,NY005181A,FEDERAL,CONVENTIONAL,NEW CONST,,126,126,448,3.56,,178,178,56,0.471,8,0,8,43560,53532,1.23,53532,1.23,24540,1411795,0.4584,145,1384643,3653,500,E 2ND ST,E 3RD ST,AVENUE A,FIRST AVE,MANHATTAN,3,12,26,74,2,5/31/36,1972/06/29-FED TRAN,,YES,,0.315,0.0819,0.015561,0.00108927,7.62489E-05,2.43996E-05,2.43996E-07,1.95197E-08,1.723995,0.28040922,0.029050831,0.000471981,0.000105406,1.37858E-06,2.60198E-07,348.2021661,56.6353718,5.86751252,0.095327828,0.021289368,0.000278437,5.25532E-05
FOREST,1/1/19,NY005000590,59,59,535,535,NY005220F,FEDERAL,CONVENTIONAL,NEW CONST,,1348,1350,6154,4.57,,3002,3002,498,0.373,15,0,15,41892,771920,17.72,700087,16.07,125002,11465400,0.1619,169,19576000,3186,526,TINTON AVE,E 163RD ST,TRINITY AVE,E 166TH ST,BRONX,3,15,32,79,16,11/12/56,1978/07/01-ATP 3,,,,3.37,0.8762,0.166478,0.01165346,0.000815742,0.000261038,2.61038E-06,2.0883E-07,18.44401,2.99993356,0.310797778,0.005049444,0.001127682,1.47486E-05,2.7837E-06,3725.210476,605.9085808,62.77307045,1.019856446,0.227762448,0.002978838,0.000562236
